0.459183673469388,0.633333333333333,0.9,0,1,0.075,0.818181818181818,0.857142857142857,1,0,0,0
0.673469387755102,0.733333333333333,1,0,1,0,0.727272727272727,1,1,0,0,0
0.775510204081633,1,1,0,0,0.025,0.818181818181818,1,1,0,0,0
0.377551020408163,0.833333333333333,0.9,0,1,0.1,0.818181818181818,0.857142857142857,1,0,0,0
0.102040816326531,0.8,0.7,0,0,0.175,0.454545454545455,0.571428571428571,1,0,0,0
0.551020408163265,0.866666666666667,0.7,0,1,0.2,0.363636363636364,0.571428571428571,1,0,0,0
0.653061224489796,0.9,0.9,0,0,0.15,0.272727272727273,0.428571428571429,1,0,0,0
0.76530612244898,0.766666666666667,0.8,0,1,0.175,0.454545454545455,0.571428571428571,1,0,0,0
0.928571428571429,0.666666666666667,0.6,0,0,0.15,0.363636363636364,0.571428571428571,1,0,0,0
0.0612244897959184,0.633333333333333,0,1,1,0.925,0,0,0,1,0,0
0.469387755102041,0.466666666666667,0.1,1,0,0.825,0.181818181818182,0,0,1,0,0
0.0510204081632653,0,0.3,1,1,0.75,0.363636363636364,0,0,1,0,0
0.959183673469388,0.333333333333333,0.2,1,1,0.8,0.636363636363636,0,0,1,0,0
0.510204081632653,0.5,0.2,1,0,0.8,0.818181818181818,0,0,1,0,0
0.418367346938776,0.426666666666667,0.1,1,1,0.925,0.181818181818182,0,0,1,0,0
0.36734693877551,0,0.3,1,1,0.925,0.909090909090909,0,0,1,0,0
0.755102040816326,0,0.2,1,0,0.95,1,0,0,1,0,0
0.316326530612245,0,0.3,1,1,0.925,0,0,0,1,0,0
0.438775510204082,0,0.3,1,1,0.875,0.181818181818182,0,0,1,0,0
0.428571428571429,0.666666666666667,0.2,1,0,0.8,1,0,0,1,0,0
0.357142857142857,0.466666666666667,0.1,1,0,0.85,0.181818181818182,0,0,1,0,0
0.73469387755102,0.566666666666667,0.2,1,1,0.775,0.636363636363636,0,0,1,0,0
0.744897959183674,0.513333333333333,0.2,1,0,0.95,0.909090909090909,0,0,1,0,0
0.306122448979592,0.566666666666667,0.2,1,1,0.8,0.454545454545455,0,0,1,0,0
0.836734693877551,0.286666666666667,0.1,0,0,0.325,0.272727272727273,0,0,0,1,0
0.255102040816327,0.6,0.2,0,1,0.35,0,0,0,0,1,0
0.846938775510204,0.366666666666667,0.2,0,1,0.3,0.363636363636364,0,0,0,1,0
0.561224489795918,0.38,0.5,0,0,0.35,0.181818181818182,0,0,0,1,0
0.163265306122449,0.486666666666667,0.2,0,1,0.325,0.454545454545455,0,0,0,1,0
0.183673469387755,0.533333333333333,0.1,0,1,0.425,0.909090909090909,0,0,0,1,0
0.285714285714286,0.52,0.3,0,0,0.375,0.363636363636364,0,0,0,1,0
0.806122448979592,0.4,0.3,0,0,0.275,0.636363636363636,0,0,0,1,0
0.224489795918367,0,0.4,0,1,0.45,0.272727272727273,0,0,0,1,0
0.295918367346939,0,0.1,0,1,0.4,0.545454545454545,0,0,0,1,0
0.387755102040816,0,0.2,0,1,0.35,0.363636363636364,0,0,0,1,0
0.591836734693878,0.466666666666667,0.2,0,0,0.275,0.545454545454545,0,0,0,1,0
0.142857142857143,0,0.5,0,1,0.25,0.818181818181818,0,0,0,1,0
0.173469387755102,0.493333333333333,0.4,0,0,0.4,0,0,0,0,1,0
0.857142857142857,0.566666666666667,0.3,0,1,0.3,0.272727272727273,0,0,0,1,0
0.0102040816326531,0.666666666666667,0.8,0,1,0.175,0.454545454545455,0.428571428571429,0,0,0,1
0.0204081632653061,0.8,0.7,0,0,0.125,0.727272727272727,0.571428571428571,0,0,0,1
0.826530612244898,0.833333333333333,0.6,0,0,0.2,0.181818181818182,0.857142857142857,0,0,0,1
1,0.766666666666667,0.8,0,1,0.175,0.363636363636364,0.571428571428571,0,0,0,1
0.948979591836735,0.833333333333333,0.8,0,0,0.1,0.636363636363636,0.714285714285714,0,0,0,1
0.193877551020408,0.833333333333333,0.7,0,1,0.1,0.454545454545455,0.714285714285714,0,0,0,1
0.887755102040816,0.866666666666667,0.8,0,0,0.125,0.454545454545455,0.857142857142857,0,0,0,1
0.918367346938776,0.8,0.5,0,1,0.125,0.454545454545455,0.714285714285714,0,0,0,1
0,0.82,0.7,0,1,0.15,0.636363636363636,0.571428571428571,0,0,0,1
0.571428571428571,0.733333333333333,0.6,0,1,0.025,0.818181818181818,0.428571428571429,0,0,0,1
0.642857142857143,0.766666666666667,0.7,0,1,0.225,0.363636363636364,0.571428571428571,0,0,0,1
